userId,num_ratings,rmse,precision@10,recall@10
1,232,0.7639012697982793,0.0,0.0
2,29,0.7879653502942303,0.0,0.0
3,39,2.10659176595541,0.0,0.0
4,216,1.2785469016191764,0.0,0.0
5,44,0.8917530240340346,0.0,0.0
6,314,0.8338953366155539,0.0,0.0
7,152,1.1373806241927806,0.0,0.0
8,47,0.8690961182182756,0.0,0.0
9,46,1.0411798659010103,0.0,0.0
10,140,1.2149250001046048,0.0,0.0
11,64,0.7400289593602458,0.0,0.0
12,32,0.8273115410129251,0.0,0.0
13,31,0.7797802540990693,0.0,0.0
14,48,0.9507040576640997,0.0,0.0
15,135,1.0852025061053425,0.0,0.0
16,98,0.5300764221435637,0.0,0.0
17,105,0.49970500521203876,0.0,0.0
18,502,0.5595674851023702,0.0,0.0
19,703,0.811831975445443,0.0,0.0
20,242,0.9663793347391842,0.0,0.0
21,443,1.017300778739342,0.0,0.0
22,119,1.4919486373771276,0.0,0.0
23,121,0.6952583538434542,0.0,0.0
24,110,0.5027165754592897,0.0,0.0
25,26,0.3127233872253927,0.0,0.0
26,21,0.5713107947370932,0.0,0.0
27,135,1.0167190797947696,0.0,0.0
28,570,0.7758377152435211,0.0,0.0
29,81,0.5307003986813679,0.0,0.0
30,34,0.545854941865136,0.0,0.0
31,50,0.9687104500115682,0.0,0.0
32,102,0.7145967122667655,0.0,0.0
33,156,0.9040578121114965,0.0,0.0
34,86,1.3127628350211447,0.0,0.0
35,23,0.7864970431800374,0.0,0.0
36,60,0.9577521403548116,0.0,0.0
37,21,1.0460020289523784,0.0,0.0
38,78,0.9336347142520431,0.0,0.0
39,100,0.9359838065881725,0.0,0.0
40,103,0.9241147234183679,0.0,0.0
41,217,1.1424405814683856,0.0,0.0
42,440,0.943231419277739,0.0,0.0
43,114,0.9603070786742667,0.0,0.0
44,48,0.9410835331084694,0.0,0.0
45,399,0.8569831455886527,0.0,0.0
46,42,0.7885110100514319,0.0,0.0
47,140,0.9697008961958473,0.0,0.0
48,33,0.7393694036611789,0.0,0.0
49,21,0.5286658813899684,0.0,0.0
50,310,0.7526223053066056,0.0,0.0
51,359,1.09573532697857,0.0,0.0
52,130,0.6468885917314419,0.0,0.0
53,20,0.7484166051539592,0.0,0.0
54,33,0.3654271233291502,0.0,0.0
55,25,1.5980454901039913,0.0,0.0
56,46,0.7114832695770688,0.0,0.0
57,476,0.8314136988139741,0.0,0.0
58,112,0.8815793214725117,0.0,0.0
59,107,0.911872445510893,0.0,0.0
60,22,0.7174960993109277,0.0,0.0
61,39,0.5270828190973801,0.0,0.0
62,366,0.6445049275451697,0.0,0.0
63,271,0.9580585061993012,0.0,0.0
64,517,0.6773773621100078,0.0,0.0
65,34,0.5205332229700864,0.0,0.0
66,345,0.6831990185374444,0.0,0.0
67,36,0.8384044021408092,0.0,0.0
68,1260,0.8889676771706708,0.1,0.0015873015873015873
69,46,0.6298732967549238,0.0,0.0
70,62,0.6322480968837483,0.0,0.0
71,35,1.1746904449178515,0.0,0.0
72,45,0.4063122681378815,0.0,0.0
73,210,0.9139004278548091,0.0,0.0
74,177,0.654221097352028,0.0,0.0
75,69,1.2197722606631323,0.0,0.0
76,119,1.2414095725822636,0.0,0.0
77,29,1.3203852488638317,0.0,0.0
78,61,1.0109755268483667,0.0,0.0
79,64,0.7416226617573208,0.0,0.0
80,167,0.5412985746028064,0.0,0.0
81,26,1.0277645538181517,0.0,0.0
